id;calories;proteins;fat;carbohydrate;name;composition
554;49.0;0.9;0.3;12.2;Jambu Biji;sayuran
555;61.0;0.9;0.3;15.4;Jambu biji putih tidak berbiji;sayuran
556;56.0;0.6;0.3;14.2;Jambu Bol;sayuran
557;64.0;0.7;0.6;15.8;Jambu Monyet buah;sayuran
558;350.0;6.2;1.4;78.2;Jampang huma mentah;sayuran
559;45.0;2.5;3.9;0.0;Jamur Coklat (kulat siau);sayuran
560;296.0;9.4;1.1;62.0;Jamur encik;sayuran
561;294.0;16.0;0.9;64.6;Jamur kuping kering;sayuran
562;21.0;3.8;0.6;0.9;Jamur kuping segar;sayuran
563;30.0;3.5;0.2;4.0;Jamur merang segar;sayuran
564;48.0;2.8;4.1;2.9;Jamur Putih (kulat putih);sayuran
565;48.0;1.9;3.2;2.8;Jamur sagu;sayuran
566;30.0;1.9;0.1;5.5;Jamur tiram segar;sayuran
567;107.0;5.3;2.2;16.5;Jangang bintatoeng masakan;sayuran
568;31.0;1.2;0.3;7.1;Jantung Pisang segar;sayuran
569;500.0;1.2;25.1;67.3;Japilus;Gandum
570;48.0;2.5;4.2;0.0;Jaruk Tigarun;sayuran
571;334.0;9.7;3.5;73.4;Jawawut;sayuran
572;381.7;9.5;9.5;65.8;Jenang ;sayuran
573;192.0;5.4;0.3;40.7;Jengkol segar;sayuran
574;48.0;0.6;0.2;12.4;Jeruk Bali;sayuran
575;61.0;0.8;0.2;14.1;Jeruk banjar segar;sayuran
576;44.0;0.8;0.3;10.9;Jeruk Garut;sayuran
577;39.0;0.3;0.3;8.9;Jeruk Kalamansi segar;sayuran
578;45.0;0.9;0.2;11.2;Jeruk Manis;sayuran
579;37.0;0.8;0.1;12.3;Jeruk Nipis;sayuran
580;49.0;0.7;0.2;11.1;Jeruk ragi segar;sayuran
581;32.0;1.9;0.3;7.1;Jotang;sayuran
582;15.0;15.2;4.3;8.8;Jukku pallu kaloa masakan;Ikan
583;130.0;6.7;0.3;25.2;Kabau segar;sayuran
584;133.0;1.0;0.2;32.2;Kaburan ubi segar;sayuran
585;250.0;2.6;2.5;35.4;Kabuto;sayuran
586;356.0;20.5;4.1;61.6;Kacang Andong;sayuran
587;330.0;23.8;1.4;60.2;Kacang Arab;sayuran
588;533.0;27.8;38.1;28.8;Kacang atom;Kacang
589;341.0;30.4;3.2;51.3;Kacang babi kering;daging babi, sayuran
590;400.0;34.4;16.9;34.1;Kacang belimbing (kecipir) kering;sayuran
591;204.0;16.9;8.8;17.5;Kacang Belimbing rebus;sayuran
592;212.0;17.5;10.0;12.9;Kacang Belimbing tempe;Kedelai, sayuran
593;118.0;4.4;1.5;21.6;Kacang beracun segar;sayuran
594;479.0;12.7;23.2;58.9;Kacang Bogor goreng;sayuran
595;370.0;16.0;6.0;65.0;Kacang bogor kering;sayuran
596;161.0;7.7;2.8;27.1;Kacang Bogor rebus;sayuran
597;165.0;7.7;3.1;27.4;Kacang bogor segar;sayuran
598;331.0;25.0;1.0;58.0;Kacang Endel biji;sayuran
599;129.0;12.4;0.7;18.3;Kacang ercis segar;sayuran
600;336.0;23.1;1.7;59.5;kacang galing segar;sayuran
601;516.0;14.7;31.1;44.4;Kacang goyang;sayuran
602;336.0;20.7;1.4;62.0;Kacang Gude biji;sayuran
603;316.0;20.7;1.0;58.0;Kacang gude biji kering;sayuran
604;114.0;7.0;0.6;20.8;Kacang Gude biji muda;sayuran
605;123.0;8.4;0.6;1.8;Kacang Gude muda;sayuran
606;147.0;9.0;0.5;27.5;Kacang gude rebus;sayuran
607;323.0;22.9;1.5;56.8;Kacang hijau kering;sayuran
608;109.0;8.7;0.5;18.3;kacang hijau rebus;sayuran
609;350.0;17.1;1.8;70.7;Kacang hijau var. bakti kering;sayuran
610;339.0;20.8;2.1;64.6;Kacang hijau var. siwalik kering;sayuran
611;346.0;16.6;1.7;66.1;Kacang hitam kering;sayuran
612;345.0;22.2;1.2;62.9;Kacang Ijo;sayuran
613;445.0;11.0;11.0;65.5;Kacang Kapri Goreng ;sayuran
614;98.0;6.7;0.4;17.7;Kacang Kapri muda;sayuran
615;286.0;30.2;15.6;30.1;Kacang Kedelai basah;Kedelai
616;521.0;32.2;37.7;22.9;Kacang kedelai goreng;Kedelai
617;381.0;40.4;16.7;24.9;Kacang kedelai kering;Kedelai
618;75.0;4.1;2.1;10.7;Kacang Kedelai kukus;Kedelai
619;189.0;20.2;8.2;12.7;Kacang kedelai rebus;Kedelai
620;286.0;30.2;15.6;30.1;Kacang kedelai segar;Kedelai, sayuran
621;327.0;16.4;4.3;55.8;Kacang komak segar;sayuran
622;355.0;17.0;2.5;66.0;Kacang kuning kering;sayuran
623;346.0;16.5;1.5;66.6;Kacang lebui /iris kering;sayuran
624;22.0;1.1;1.0;3.4;Kacang mekah polong segar;sayuran
625;344.0;16.7;2.1;64.6;Kacang mentega kering;Susu sapi
626;336.0;23.1;1.7;59.5;Kacang Merah;sayuran
627;350.0;13.9;3.0;66.9;Kacang merah /banda kering;sayuran
628;314.0;22.1;1.1;56.2;Kacang merah kering;sayuran
629;158.0;10.3;0.9;28.2;Kacang Merah kering rebus;sayuran
630;171.0;11.0;2.2;28.0;Kacang merah segar;sayuran
631;144.0;10.0;1.0;24.7;Kacang Merah segar rebus;sayuran
632;280.0;16.7;1.6;63.2;Kacang merah tua kering;sayuran
633;629.0;20.4;56.3;19.8;Kacang mete/biji jambu monyet goreng;sayuran
634;616.0;16.3;48.4;28.7;Kacang mete/biji jambu monyet segar;sayuran
635;480.0;18.4;19.1;58.5;Kacang negara;sayuran
636;44.0;2.7;0.3;7.8;Kacang Panjang;sayuran
637;357.0;17.3;1.5;70.0;Kacang Panjang biji;sayuran
638;39.0;3.0;0.6;7.6;Kacang Panjang kukus;sayuran
639;150.0;2.5;12.5;7.0;Kacang Panjang tumis;sayuran
640;37.0;3.1;0.2;7.9;Kacang ranti polong;sayuran
641;484.0;8.8;26.1;57.7;Kacang sukro;Kacang
642;488.0;25.6;25.6;59.6;Kacang Sukro Putih ;Kacang
643;535.0;27.8;38.1;28.8;Kacang Tanah atom;Kacang
644;564.0;25.5;44.4;25.5;Kacang tanah goreng;Kacang
645;561.0;25.5;43.8;26.0;Kacang Tanah kacang sari;Kacang
646;525.0;27.9;42.7;17.4;Kacang tanah kering;Kacang
647;385.0;14.0;31.0;13.0;Kacang Tanah Rebus ;Kacang
648;360.0;13.5;31.2;12.8;Kacang Tanah rebus berkulit;Kacang
649;513.0;17.5;32.5;44.3;Kacang Tanah rempeyek;Kacang
650;569.0;28.8;48.4;15.8;Kacang Tanah sangan berselaput;Kacang
651;559.0;26.9;44.2;23.6;Kacang tanah sangan tanpa selaput;Kacang
652;561.0;25.5;43.8;26.0;Kacang tanah sari;Kacang
653;748.0;20.8;20.8;124.8;Kacang Telur ;Telur
654;331.0;24.4;1.9;56.6;Kacang tolo / tunggak kering;sayuran
655;138.0;10.7;1.1;22.6;Kacang tolo rebus;sayuran
656;342.0;22.9;1.4;61.6;Kacang Tunggak (tolo);sayuran
657;138.0;10.7;1.1;22.6;Kacang Tunggak rebus;sayuran
658;451.0;11.2;20.2;59.7;Kacang Tunggak rempeyek;sayuran
659;351.0;12.2;1.2;72.9;Kacang tunis kering;sayuran
660;358.0;23.4;2.4;60.6;Kacang uci kering;sayuran
661;354.0;12.8;1.8;69.3;Kacang urei kering;sayuran
662;110.0;4.5;6.9;7.1;Kadada katembe;sayuran
663;413.0;28.7;19.8;29.8;Kaholeo masakan;Ikan
664;92.0;20.0;0.7;0.0;Kakap;Ikan
665;66.0;2.8;6.8;3.4;Kalakai;sayuran
666;163.0;16.5;9.0;4.1;Kalio jeroan masakan;daging sapi
667;122.0;13.8;5.7;3.9;Kalio kikil (tunjang) masakan;daging sapi
668;157.0;8.1;8.8;11.4;Kalio otak masakan;daging sapi
669;193.0;10.6;12.4;9.7;Kalio telur masakan;Telur
670;149.0;16.6;9.2;0.0;Kambing daging segar;daging sapi, sayuran
671;164.0;3.0;2.4;32.6;Kambose;sayuran
672;29.0;3.0;0.3;5.4;Kangkung;sayuran
673;30.0;3.2;0.7;4.7;Kangkung kukus;sayuran
674;22.0;2.5;0.6;3.1;Kangkung rebus;sayuran
675;43.0;1.8;0.2;8.4;Kangkung tondano;sayuran
676;52.0;1.8;3.6;3.0;Kangkung tumis;sayuran
677;38.0;2.4;2.0;2.6;Kaparende sayur;sayuran
678;42.0;3.3;0.2;9.6;Kapri Muda;sayuran
679;41.0;2.0;0.3;7.8;Kapurung;sayuran
680;158.0;4.4;3.2;27.8;Kapusa;sayuran
681;25.0;2.3;0.2;3.5;Karawila;sayuran
682;146.7;5.9;5.9;19.7;Karedok ;sayuran
683;92.0;2.2;3.3;14.1;Karedok sayur;sayuran
684;292.0;11.2;11.2;2.8;Karoket ;sayuran
685;73.0;16.4;0.3;0.0;Katak;sayuran
686;275.0;12.6;14.8;54.6;Katul Beras;sayuran
687;356.0;9.0;8.5;64.5;Katul Jagung;sayuran
688;120.0;3.5;2.5;20.8;Kawista segar;sayuran
689;46.0;5.7;1.3;9.0;Kecap;Kedelai
690;464.0;1.2;18.6;73.0;Kecimpring singkong goreng;sayuran
691;405.0;32.8;17.0;36.5;Kecipir biji;sayuran
692;35.0;2.9;0.2;0.8;Kecipir buah muda;sayuran
693;32.0;2.9;0.2;5.8;Kecipir muda segar;sayuran
694;34.0;0.9;1.0;6.7;Kecombrang segar;sayuran
695;47.0;0.5;0.2;10.4;Kedondong segar ;sayuran
696;326.0;22.8;20.3;13.1;Keju;Susu sapi
697;590.0;27.0;49.0;20.9;Keju Kacang Tanah;Susu sapi, Kacang 
698;623.0;2.0;52.1;36.5;Kelapa hutan kering;sayuran
699;17.0;0.2;0.1;3.8;Kelapa Muda air;sayuran
700;68.0;1.0;0.9;14.0;Kelapa Muda daging;sayuran
701;180.0;4.0;15.0;10.0;Kelapa Setengah Tua daging;sayuran
702;359.0;3.4;34.7;14.0;Kelapa Tua daging;sayuran
703;214.0;5.4;5.4;40.2;Kelepon ;sayuran
704;111.0;1.5;0.3;27.2;Kelewih;sayuran
705;142.0;16.9;7.8;0.0;Kelinci daging segar;sayuran
706;48.0;1.0;0.2;11.9;Kemang;sayuran
707;380.0;48.9;13.8;23.3;Kembang tahu;Kedelai
708;44.0;1.8;0.6;9.6;Kembang Turi;sayuran
709;636.0;19.0;63.0;8.0;Kemiri;sayuran
710;657.0;15.0;66.0;13.0;Kenari;sayuran
711;616.0;13.9;56.2;13.7;Kenari banda kering;sayuran
712;83.0;2.0;0.1;19.1;Kentang;sayuran
713;142.0;0.9;0.4;33.7;Kentang Hitam;sayuran
714;64.0;12.0;1.0;2.0;Keong;Seafood
715;204.0;2.6;20.0;4.0;Kepala Susu (Krim);Susu sapi, sayuran
716;151.0;13.8;3.8;14.1;Kepiting;Seafood
717;59.0;18.0;1.1;3.6;Kerang;Seafood
718;393.0;38.9;13.3;29.4;Kerang asap mentah;Seafood
719;357.0;41.1;10.0;25.6;Kerang dendeng mentah;Seafood
720;79.0;18.7;0.5;0.0;Kerbau daging segar;daging sapi, sayuran
721;475.0;1.6;25.5;64.4;Keremes;sayuran
722;137.0;1.3;1.1;29.8;Keribang ubi segar;sayuran
723;586.0;4.9;40.6;50.2;Keripik bayam;daging ayam, sayuran
724;446.0;2.8;14.5;76.0;Keripik gadung;sayuran
725;448.0;2.7;18.8;67.1;Keripik kentang;sayuran
726;485.0;1.7;22.2;69.7;Keripik lampung;sayuran
727;598.0;8.3;43.8;42.6;Keripik oncom;sayuran
728;478.0;0.9;20.7;72.0;Keripik singkong;sayuran
729;481.0;2.2;19.7;73.6;Keripik singkong berbumbu;sayuran
730;581.0;12.1;40.6;41.7;Keripik tempe;Kedelai, sayuran
731;542.0;40.3;42.4;11.6;Keripik tempe abadi murni;Kedelai, sayuran
732;510.0;12.3;27.9;52.4;Keripik tempe abadi sedang;Kedelai, sayuran
733;529.0;20.8;31.7;40.2;Keripik tempe abadi telur;Telur, Kedelai, sayuran
734;486.0;0.2;23.9;67.6;Keripik ubi;sayuran
735;26.0;1.7;0.4;3.8;Kerokot segar;sayuran
736;350.0;0.5;0.2;85.9;Kerupuk Aci;sayuran
737;444.0;6.9;14.6;71.3;Kerupuk cumi goreng;Seafood, Gandum, sayuran
738;342.0;16.0;0.4;65.6;Kerupuk Ikan berpati;Ikan, sayuran
739;325.0;1.8;0.4;78.5;Kerupuk kemplang  (ikan) mentah;Ikan, sayuran
740;504.0;5.6;28.1;57.1;Kerupuk kemplang goreng;sayuran
741;356.0;9.7;1.1;76.9;Kerupuk kemplang panggang;sayuran
742;422.0;83.0;4.0;0.0;Kerupuk Kulit kerbau;daging sapi, sayuran
743;345.0;12.0;1.5;71.5;Kerupuk Melinjo mentah;sayuran
744;431.0;11.1;16.2;63.0;Kerupuk Melinjo tebal goreng asin;sayuran
745;439.0;10.0;16.4;65.7;Kerupuk Melinjo tebal goreng manis;sayuran
746;485.0;11.5;24.5;59.1;Kerupuk Melinjo tipis goreng;sayuran
747;476.0;0.1;21.1;71.3;Kerupuk mie kuning goreng;Gandum, sayuran
748;46.7;17.3;17.3;81.3;Kerupuk Sayong ;sayuran
749;340.0;30.0;30.0;52.0;Kerupuk Udang ;Seafood, sayuran
750;359.0;17.2;68.2;332.0;Kerupuk Udang berpati;Seafood, sayuran
751;477.0;4.7;20.5;68.5;Kerupuk udang goreng;Seafood, sayuran
752;588.0;53.7;40.9;1.2;Kerupuk urat;sayuran
753;78.0;0.8;0.4;20.0;Kesemek;sayuran
754;181.0;4.0;1.2;37.3;Ketan hitam matang;sayuran
755;163.0;3.0;0.4;35.7;Ketan putih matang;sayuran
756;340.0;11.0;11.0;54.0;Ketapang ;sayuran
757;157.0;0.8;0.3;37.9;Ketela Pohon Kuning;sayuran
758;154.0;1.0;0.3;36.8;Ketela singkong segar;sayuran
759;153.0;1.2;0.3;36.4;Ketela pohon/singkong kukus;sayuran
760;12.0;0.7;0.1;2.7;Ketimun;sayuran
761;9.0;0.5;0.1;1.9;Ketimun madura segar;sayuran
762;153.0;7.9;7.7;13.0;Ketoprak;sayuran
763;404.0;14.1;16.1;54.2;Ketumbar;sayuran
764;212.0;4.0;4.6;38.6;Ketupat ketan;sayuran
765;109.6;2.6;2.6;18.6;Ketupat Tahu ;Kedelai, sayuran
766;310.0;10.0;24.0;13.5;Kluwek;sayuran
767;73.0;16.4;0.3;0.0;Kodok segar;sayuran
768;86.0;1.6;0.2;13.0;Kokosan;sayuran
769;99.0;3.3;0.1;21.2;Komak polong segar;sayuran
770;25.0;2.4;0.2;4.9;Kool Kembang;sayuran
771;24.0;1.4;0.2;5.3;Kool Merah kool putih;sayuran
772;352.0;17.4;1.3;69.0;Kopi bagian yang larut;sayuran
773;129.0;12.3;0.5;35.0;Kopi bubuk instant;sayuran
774;356.0;20.5;4.1;61.6;Koro andong kering;sayuran
775;332.0;24.0;3.0;55.0;Koro Benguk biji;sayuran
776;141.0;10.2;1.3;23.2;Koro Benguk tempe;Kedelai, sayuran
777;125.0;8.3;0.7;22.1;Koro Kerupuk biji;sayuran
778;33.0;2.7;0.2;7.9;Koro Loke biji;sayuran
779;344.0;12.5;2.1;69.4;Koro Roway biji;sayuran
780;338.0;22.2;1.5;61.0;Koro Wedus biji;sayuran
781;38.0;3.0;0.3;7.9;Koro Wedus buah muda;sayuran
782;46.0;3.0;0.3;7.9;Koro wedus polong;sayuran
783;46.0;2.2;1.5;6.0;Kotiu hinela tawang nggole;sayuran
784;366.0;4.2;4.3;77.5;Koya;sayuran
785;370.0;8.0;1.0;82.2;Koya mirasa;sayuran
786;315.0;2.1;1.4;73.5;Kranji segar;sayuran
787;542.0;40.3;42.4;11.5;Kripik Tempe Goreng ;Kedelai
788;21.0;1.7;0.4;3.8;Krokot;sayuran
789;45.0;2.2;0.3;10.3;Kucai;sayuran
790;42.0;3.8;0.6;7.8;Kucai Muda (Lokio);sayuran
791;113.0;18.1;4.1;0.9;Kuda daging segar;daging sapi, sayuran
792;440.0;3.8;18.5;64.5;Kue ali;sayuran
793;186.7;1.6;1.6;39.6;Kue Apem ;sayuran
794;338.0;1.5;1.2;80.3;Kue bangket;sayuran
795;240.0;1.0;4.0;54.0;Kue Bugis ;sayuran
796;425.0;1.6;8.8;84.6;Kue jahe;sayuran
797;591.0;5.6;42.1;47.5;Kue kelapa;sayuran
798;366.0;4.2;4.3;7.9;Kue Koya ;sayuran
799;291.0;3.6;11.1;44.1;Kue lumpur;sayuran
800;182.0;1.0;1.0;40.4;Kue mangkok ;sayuran
801;126.7;0.7;0.7;57.3;Kue Pacar Cina ;sayuran
802;296.0;1.4;1.4;66.4;Kue Pia ;sayuran
803;304.0;5.3;7.0;54.9;Kue putu cangkir;sayuran
804;217.0;1.2;0.5;53.2;Kue putu singkong;sayuran
805;393.3;2.7;2.7;79.3;Kue Satu ;sayuran
806;380.0;1.0;1.0;92.0;Kue Semprong ;sayuran
807;221.0;7.5;10.2;24.8;Kue sus;sayuran
808;180.0;5.0;5.0;32.0;Kue Talam ;sayuran
809;512.0;26.0;26.0;60.4;Kue Tambang ;sayuran
810;247.0;2.9;4.2;49.5;Kue thipan;sayuran
811;111.0;4.5;1.1;20.7;Kulit melinjo;sayuran
812;22.0;0.4;0.2;4.7;Kundur segar;sayuran
813;63.0;2.0;2.7;9.1;Kunyit;sayuran
814;83.0;19.1;0.2;0.0;Kura-kura;sayuran
815;515.0;30.6;42.1;13.8;Kwaci;sayuran
816;242.0;19.0;17.0;3.0;Kwark (Quark);Susu sapi
817;17.0;0.6;0.2;3.8;Labu Air;sayuran
818;51.0;1.7;0.5;10.0;Labu kuning segar;sayuran
819;26.0;0.6;0.1;6.7;Labu Siam;sayuran
820;32.0;1.1;0.1;6.6;Labu waluh segar;sayuran
821;166.3;2.7;3.9;29.5;Laksa ;sayuran
822;85.0;5.7;0.3;15.4;Lamtoro (pete cina) biji muda;sayuran
823;148.0;10.6;0.5;26.2;Lamtoro biji tua;sayuran
824;142.0;11.0;2.5;20.4;Lamtoro tempe;Kedelai, sayuran
825;367.0;46.4;5.4;32.5;Lamtoro var. gung tanpa kulit;sayuran
826;336.0;23.8;1.2;59.7;Lamtoro var. lokal dengan kulit;sayuran
827;56.0;0.9;0.2;14.3;Langsat;daging ayam, sayuran
828;34.0;2.2;0.3;5.5;Lantar segar;sayuran
829;422.0;0.9;10.8;80.4;Lanting getuk;sayuran
830;389.0;6.6;15.7;55.5;Lapis legit;sayuran
831;174.0;17.0;10.0;3.0;Lawar babi masakan;daging babi
832;141.0;23.0;1.5;7.6;Lawar penyu masakan;sayuran
833;159.0;5.0;10.9;10.1;Lawara jangang masakan;sayuran
834;207.0;7.4;15.4;9.6;Lawara penjah masakan;sayuran
835;405.0;4.8;5.1;84.9;Ledre pisang;sayuran
836;15.0;1.0;0.4;1.9;Lema/ Rebung asam;sayuran
837;902.0;0.0;100.0;0.0;Lemak Babi;daging babi
838;630.0;9.1;65.0;1.1;Lemak Babi (Bacon);daging babi
839;372.0;12.0;29.4;14.4;Lemak ikan;Ikan
840;818.0;1.5;90.0;0.0;Lemak Kerbau;daging sapi
841;34.0;0.5;0.8;6.2;Lemon segar;sayuran
842;36.0;0.0;0.0;10.0;Lemon Squasih;sayuran
843;30.0;0.0;0.0;8.0;Lemonade;sayuran
844;221.3;3.8;3.6;43.4;Lemper ;sayuran
845;320.0;3.5;5.7;63.7;Lempog durian;sayuran
846;181.0;2.8;1.2;39.8;Lepok/Ubi rumput;sayuran
847;33.0;1.9;0.1;7.4;Leunca buah;sayuran
848;240.0;7.8;0.5;51.3;Leupeut Ketan ;sayuran
849;387.0;16.0;22.0;3.0;Leverwost (sosis hati);daging sapi, daging babi
850;79.0;2.3;5.2;5.8;Lilin bungkus gedi;sayuran
851;19.0;0.9;0.1;4.2;Lobak;sayuran
852;217.0;11.0;1.7;5.1;Lokan segar;Seafood, sayuran
853;27.0;0.4;0.2;6.0;Lontar segar;sayuran
854;163.3;2.8;2.2;33.0;Lopis ;sayuran
855;38.0;1.1;0.3;7.6;Lumai/Leunca segar;sayuran
856;164.0;1.8;2.1;34.5;Lupis ketan;sayuran
857;294.0;0.3;0.0;79.5;Madu;sayuran
858;341.0;0.3;0.0;85.0;Maizena tepung;sayuran
859;363.0;8.7;0.4;78.7;Makaroni;Gandum
860;63.0;2.4;0.4;12.4;Mangga benggala segar;sayuran
861;44.0;0.7;0.2;11.2;Mangga Gedong;sayuran
862;63.0;0.5;0.2;16.7;Mangga Golek;sayuran
863;46.0;0.4;0.2;11.9;Mangga Harum Manis;sayuran
864;72.0;0.8;0.2;18.7;Mangga Indramayu;sayuran
865;56.0;0.4;0.2;14.6;Mangga Kopek;sayuran
866;86.0;0.7;0.5;19.8;Mangga kwini segar;sayuran
867;133.0;1.0;0.1;32.1;Mangga manalagi segar;sayuran
868;59.0;0.5;0.4;15.1;Mangga Muda;sayuran
869;52.0;0.7;0.0;12.3;Mangga segar;sayuran
870;63.0;0.6;0.6;15.6;Manggis;sayuran
871;720.0;0.6;81.0;0.4;Margarin;Susu sapi
872;144.0;3.5;1.2;29.8;Markisa segar;sayuran
873;217.0;2.5;1.0;49.6;Markisa squash;sayuran
874;104.0;1.2;0.5;23.7;Markisa squash BD;sayuran
875;265.3;4.7;5.5;49.3;Martabak  manis;sayuran
876;153.0;4.5;4.2;24.3;Martabak india;Gandum
877;278.0;5.1;8.6;45.0;Martabak mesir;sayuran
878;200.0;8.9;5.1;29.5;Martabak Telur ;Telur
879;369.0;2.1;7.0;74.1;Masekat;sayuran
880;90.0;1.2;0.1;21.1;Matoa segar;sayuran
881;276.0;0.0;0.1;71.0;Melase;sayuran
882;66.0;5.0;0.7;13.3;Melinjo;sayuran
883;37.0;0.6;0.4;7.8;Melon segar;sayuran
884;322.0;55.8;2.0;22.7;Menjangan daging dendeng mentah;daging sapi
885;725.0;0.5;81.6;1.4;Mentega;Susu sapi
886;65.0;1.7;0.2;16.1;Menteng;sayuran
887;359.0;11.5;6.8;64.4;Merica;sayuran
888;88.0;0.6;3.3;14.0;Mi basah;Gandum
889;71.0;0.2;0.8;15.9;Mi golosor;Gandum
890;339.0;10.0;1.7;6.3;Mi kering;Gandum
891;113.0;3.0;3.2;18.1;Mie aceh rebus;Gandum
892;102.0;6.2;3.9;10.5;Mie ayam;Gandum, daging ayam
893;114.0;5.3;3.0;16.4;Mie bakso;Gandum
894;86.0;0.6;3.3;14.0;Mie basah;Gandum
895;353.0;0.3;0.0;88.0;Mie Bendo;Gandum
896;102.0;3.0;2.1;17.8;Mie celon;Gandum
897;468.0;7.6;20.4;62.4;Mie Goreng ;Gandum
898;337.0;7.9;11.8;50.0;Mie kering;Gandum
899;105.0;5.9;4.9;9.4;Mie pangsit basah;Gandum
900;190.0;0.2;0.4;46.5;Mie Sagu;Gandum
901;902.0;0.0;100.0;0.0;Minyak Hati Hiu (Eulamia);Ikan
902;902.0;0.0;100.0;0.0;Minyak Ikan;Ikan
903;902.0;0.0;100.0;0.0;Minyak Kacang Tanah;Kacang
904;883.0;0.0;99.9;0.0;Minyak kedelai;Kedelai
905;870.0;1.0;98.0;0.0;Minyak Kelapa;sayuran
906;902.0;0.0;100.0;0.0;Minyak Kelapa Sawit;sayuran
907;902.0;0.0;100.0;0.0;Minyak Wijen;Wijen
908;884.0;0.0;100.0;0.0;Minyak Zaitun;sayuran
909;345.0;8.5;2.2;78.0;Misoa;Gandum, Kedelai
910;218.0;0.8;16.0;50.2;Misro ;sayuran
911;128.0;8.0;10.0;1.3;Moon tahu;Kedelai
912;33.0;2.3;0.5;4.7;Mostarda metan -sawi;sayuran
913;330.0;17.8;23.4;12.1;Mujahir acar kuning masakan;sayuran
914;478.0;38.3;33.9;5.1;Naan maran sapi masakan;Ikan, Gandum, daging sapi
915;52.0;0.4;0.2;13.7;Nanas;sayuran
916;58.0;0.7;0.2;13.3;Nanas palembang segar;sayuran
917;165.0;4.2;0.1;36.7;Nangka biji;sayuran
918;106.0;1.2;0.3;27.6;Nangka masak di pohon;sayuran
919;51.0;2.0;0.4;11.3;Nangka Muda;sayuran
920;180.0;3.0;0.3;39.8;Nasi;sayuran
921;149.0;2.8;0.4;32.5;Nasi beras merah;sayuran
922;192.0;3.8;8.8;24.4;Nasi gemuk;sayuran
923;276.0;3.2;3.2;30.2;Nasi Goreng ;sayuran
924;190.0;4.7;7.5;26.0;Nasi gurih;sayuran
925;357.0;8.8;0.5;79.5;Nasi jagung;sayuran
926;207.0;3.5;5.0;37.1;Nasi minyak;sayuran
927;155.0;10.3;4.2;19.1;Nasi rames;sayuran
928;120.0;2.4;0.4;26.0;Nasi tim;sayuran
929;253.3;4.3;21.0;11.7;Nasi Uduk ;sayuran
930;196.0;14.5;8.3;15.9;Nasu likku masakan;sayuran
931;600.0;14.0;41.7;42.0;Noga Kacang Tanah ;Kacang
932;387.0;5.3;7.6;74.3;Nopia spesial;sayuran
933;9.0;2.1;6.0;7.1;Olah-olah;sayuran
934;187.0;13.0;6.0;22.6;Oncom;sayuran
935;376.0;14.9;6.0;65.7;Oncom ampas kacang hijau;sayuran
936;363.3;19.3;19.3;40.3;Oncom Goreng ;sayuran
937;284.0;12.0;14.4;13.6;Oncom Hitam Goreng ;sayuran
938;306.7;9.0;18.0;27.0;Oncom Hitam Goreng bertepung ;sayuran
939;351.0;11.0;5.3;65.9;Oncom kacang hijau + singkong;sayuran
940;132.0;12.7;3.8;13.7;Oncom Kacang Tanah pepes;Kacang, sayuran
941;187.0;13.0;6.0;22.6;Oncom Kedele;Kedelai, sayuran
942;368.0;6.8;32.0;13.2;Oncom Merah Goreng ;sayuran
943;320.0;7.3;18.7;31.0;Oncom Merah Goreng bertepung ;sayuran
944;40.0;2.0;2.0;3.0;Oncom Merah Sayur (tumis) ;sayuran
945;76.0;5.2;1.8;10.6;Oncom pepes;sayuran
946;288.6;8.3;8.9;44.3;Onde-onde ;sayuran
947;115.0;1.5;6.0;14.0;Ongol-ongol ;sayuran
948;111.0;0.3;2.7;21.2;Ongol-ongol sagu;sayuran
949;940.0;36.0;42.0;104.0;Opak Singkong ;sayuran
950;117.0;13.7;5.0;4.3;Oramu ninahu ndawa olaho masakan;sayuran
951;125.0;10.4;8.6;0.8;Otak;sayuran
952;351.0;0.9;0.9;84.9;Oyek;sayuran
953;342.0;2.3;0.1;83.1;Oyek (dari singkong);sayuran
954;77.0;3.5;4.6;5.4;Paku hinela wulelenggapaya;Ikan, sayuran
955;494.0;7.5;36.4;40.1;Pala biji;sayuran
956;42.0;0.3;0.2;10.9;Pala daging;sayuran
957;460.0;28.5;35.2;7.2;Paniki masak santan masakan;daging ayam, sayuran
958;133.8;3.0;1.6;27.0;Papais ;sayuran
959;61.0;0.2;0.1;14.9;Papeda;sayuran
960;87.0;10.5;2.5;5.5;Parede baleh masakan;sayuran
961;29.0;1.1;0.3;6.6;Paria (Pare);sayuran
962;16.0;0.8;0.2;3.4;Paria Putih kukus;sayuran
963;19.0;1.0;0.4;3.6;Paria putih segar;sayuran
964;307.0;4.5;13.3;42.4;Pastel;Gandum
965;362.0;0.5;0.3;86.9;Pati Singkong (tapioka);sayuran
966;23.0;1.8;0.3;4.5;Pe-Cay;sayuran
967;156.0;28.0;4.0;0.0;Peda Ikan Banjar;Ikan
968;75.0;2.5;2.8;10.0;Pelecing kangkung;sayuran
969;219.0;19.7;13.6;4.4;Pelepah manuk masakan;sayuran
970;162.0;4.9;3.0;27.8;Pempek adaan;Ikan
971;156.0;4.2;1.4;31.6;Pempek belida;Ikan
972;152.0;4.5;2.3;28.2;Pempek kapal selam;Ikan
973;211.0;12.3;6.1;26.6;Pempek kelesan;Ikan
974;243.0;5.2;7.3;39.1;Pempek kulit;Ikan
